tt0478970,Ant-Man,582634,7.3,2015
tt0375912,Layer Cake,167967,7.3,2004
tt1453405,Monsters University,327192,7.3,2013
tt0087538,The Karate Kid,202005,7.3,1984
tt6412452,The Ballad of Buster Scruggs,126390,7.3,2018
tt0362270,The Life Aquatic with Steve Zissou,182515,7.3,2004
tt0929632,Precious,106323,7.3,2009
tt2179136,American Sniper,445285,7.3,2014
tt9243946,El Camino: A Breaking Bad Movie,190959,7.3,2019
tt0340855,Monster,138282,7.3,2003
tt1878870,The Edge of Seventeen,106861,7.3,2016
tt0359950,The Secret Life of Walter Mitty,296514,7.3,2013
tt0116695,Jerry Maguire,245655,7.3,1996
tt5606664,Doctor Sleep,150087,7.3,2019
tt0393109,Brick,101863,7.3,2005
tt0084516,Poltergeist,145921,7.3,1982
tt0147800,10 Things I Hate About You,303160,7.3,1999
tt0162661,Sleepy Hollow,335296,7.3,1999
tt0272338,Punch-Drunk Love,149748,7.3,2002
tt0462538,The Simpsons Movie,311139,7.3,2007
tt4172430,13 Hours,122268,7.3,2016
tt0042332,Cinderella,147718,7.3,1950
tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,383145,7.3,2006
tt0112461,The Basketball Diaries,103550,7.3,1995
tt1670345,Now You See Me,602921,7.3,2013
tt0437086,Alita: Battle Angel,234655,7.3,2019
tt2334873,Blue Jasmine,193451,7.3,2013
tt0046183,Peter Pan,128498,7.3,1953
tt0462504,Rescue Dawn,101895,7.3,2006
tt1057500,Invictus,151640,7.3,2009
tt2395427,Avengers: Age of Ultron,762809,7.3,2015
tt0086960,Beverly Hills Cop,168030,7.3,1984
tt0117571,Scream,290869,7.3,1996
tt2066051,Rocketman,144597,7.3,2019
tt0122690,Ronin,173945,7.3,1998
tt0379725,Capote,126671,7.3,2005
tt0120660,Enemy of the State,229344,7.3,1998
tt0397306,American Dad!,117771,7.3,2005
tt1212450,Lawless,230348,7.3,2012
tt0959337,Revolutionary Road,199787,7.3,2008
tt0087363,Gremlins,201979,7.3,1984
tt0109686,Dumb and Dumber,356517,7.3,1994
tt0128442,Rounders,143206,7.3,1998
tt1907668,Flight,329392,7.3,2012
