tt1334260,Never Let Me Go,138420,7.1,2010
tt0134847,Pitch Black,226841,7.1,2000
tt0832266,"Definitely, Maybe",156942,7.1,2008
tt0120188,Three Kings,161290,7.1,1999
tt0343818,"I, Robot",503284,7.1,2004
tt0804497,It's Kind of a Funny Story,137310,7.1,2010
tt0366627,The Jacket,109119,7.1,2005
tt1714206,The Spectacular Now,145600,7.1,2013
tt7395114,The Devil All the Time,100813,7.1,2020
tt0317219,Cars,374739,7.1,2006
tt0113749,Mallrats,116898,7.1,1995
tt1172570,Bronson,122023,7.1,2008
tt1860357,Deepwater Horizon,154562,7.1,2016
tt0884328,The Mist,283816,7.1,2007
tt0468492,The Host,109554,7.1,2006
tt0497465,Vicky Cristina Barcelona,244466,7.1,2008
tt0822832,Marley & Me,148381,7.1,2008
tt1051906,The Invisible Man,177504,7.1,2020
tt0298203,8 Mile,252865,7.1,2002
tt2005151,War Dogs,183958,7.1,2016
tt0120902,The X-Files,101871,7.1,1998
tt0449088,Pirates of the Caribbean: At World's End,601433,7.1,2007
tt0076752,The Spy Who Loved Me,100034,7.1,1977
tt1399683,Winter's Bone,136984,7.1,2010
tt0120794,The Prince of Egypt,120655,7.1,1998
tt1217209,Brave,377902,7.1,2012
tt0251160,John Q,125539,7.1,2002
tt0780521,The Princess and the Frog,126828,7.1,2009
tt0100814,Tremors,122045,7.1,1990
tt5052474,Sicario: Day of the Soldado,128455,7.1,2018
tt0125439,Notting Hill,279861,7.1,1999
tt0472033,9,134350,7.1,2009
tt1981677,Pitch Perfect,280150,7.1,2012
tt0094898,Coming to America,193185,7.1,1988
tt0418689,Flags of Our Fathers,118352,7.1,2006
tt0366551,Harold & Kumar Go to White Castle,183321,7.1,2004
tt1389137,We Bought a Zoo,136253,7.1,2011
tt1300854,Iron Man 3,767614,7.1,2013
tt4160708,Don't Breathe,227036,7.1,2016
tt0088128,Sixteen Candles,106874,7.1,1984
tt0765010,Brothers,113531,7.1,2009
tt1600196,The Drop,144516,7.1,2014
tt0091203,Highlander,123742,7.1,1986
tt0120889,What Dreams May Come,103289,7.1,1998
tt1124035,Los Idus de Marzo,216836,7.1,2011
tt0266987,Spy Game,147334,7.1,2001
tt1340800,Tinker Tailor Soldier Spy,189614,7.1,2011
tt3640424,Allied,144018,7.1,2016
tt0453467,Deja Vu,295724,7.1,2006
tt6343314,Creed II,108324,7.1,2018
tt0800039,Forgetting Sarah Marshall,267345,7.1,2008
tt0758774,Body of Lies,215615,7.1,2008
tt1403981,Remember Me,139557,7.1,2010
tt0405422,The 40-Year-Old Virgin,400708,7.1,2005
tt1228987,Let Me In,114424,7.1,2010
tt0837562,Hotel Transylvania,227878,7.1,2012
tt0129387,There's Something About Mary,293484,7.1,1998
tt0120102,Seven Years in Tibet,131916,7.1,1997
tt0120611,Blade,248497,7.1,1998
tt0398808,Bridge to Terabithia,144844,7.1,2007
tt2820852,Furious 7,363205,7.1,2015
tt1450321,Filth,102928,7.1,2013
tt0332379,School of Rock,273486,7.1,2003
tt2361509,The Intern,225732,7.1,2015
tt0424136,Hard Candy,154745,7.1,2005
tt0405296,A Scanner Darkly,107224,7.1,2006
tt0337978,Live Free or Die Hard,391529,7.1,2007
tt0433035,Real Steel,300726,7.1,2011
tt2692904,Locke,138346,7.1,2013
tt0985699,Valkyrie,230502,7.1,2008
tt2305051,Wild,122075,7.1,2014
tt3470600,Sing,136431,7.1,2016
tt6628394,Bad Times at the El Royale,132026,7.1,2018
tt0257360,About Schmidt,123298,7.1,2002
tt1343727,Dredd,256165,7.1,2012
tt0099653,Ghost,200107,7.1,1990
tt0094012,Spaceballs,173692,7.1,1987
tt1706620,Snowpiercer,328933,7.1,2013
tt2660888,Star Trek Beyond,230868,7.1,2016
tt0159206,Sex and the City,108695,7.1,1998
tt8772262,Midsommar,213108,7.1,2019
tt0452694,The Time Traveler's Wife,142394,7.1,2009
tt0473705,State of Play,140772,7.1,2009
tt0110478,Maverick,102763,7.1,1994
tt0298130,The Ring,324165,7.1,2002
tt0138097,Shakespeare in Love,215729,7.1,1998
tt2267968,Kung Fu Panda 3,137215,7.1,2016
tt1615147,Margin Call,118948,7.1,2011
tt0120784,Payback,132498,7.1,1999
tt0111282,Stargate,177086,7.1,1994
tt0479143,Rocky Balboa,206017,7.1,2006
tt2719848,Everest,201429,7.1,2015
tt0302886,Old School,217159,7.1,2003
tt2771200,Beauty and the Beast,278794,7.1,2017
tt2053463,Side Effects,181455,7.1,2013
tt0810819,The Danish Girl,167319,7.1,2015
tt0109831,Four Weddings and a Funeral,141722,7.1,1994
