tt0363988,Secret Window,184134,6.6,2004
tt0356150,EuroTrip,197748,6.6,2004
tt0472399,The Mechanic,152172,6.6,2011
tt0314353,Tears of the Sun,113496,6.6,2003
tt5308322,Happy Death Day,119746,6.6,2017
tt1298650,Pirates of the Caribbean: On Stranger Tides,486377,6.6,2011
tt0114069,Outbreak,121558,6.6,1995
tt1951265,The Hunger Games: Mockingjay - Part 1,418749,6.6,2014
tt2381941,Focus,222825,6.6,2015
tt0338348,The Polar Express,182505,6.6,2004
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,229186,6.6,2018
tt2404463,The Heat,163770,6.6,2013
tt0120657,The 13th Warrior,117500,6.6,1999
tt0196229,Zoolander,248503,6.6,2001
tt2873282,Red Sparrow,169857,6.6,2018
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,385274,6.6,2019
tt0432348,Saw II,234958,6.6,2005
tt7846844,Enola Holmes,134979,6.6,2020
tt0183505,"Me, Myself & Irene",224210,6.6,2000
tt4196776,Jason Bourne,210880,6.6,2016
tt5442430,Life,210155,6.6,2017
tt0955308,Robin Hood,255144,6.6,2010
tt0382625,The Da Vinci Code,405772,6.6,2006
tt7556122,The Old Guard,133483,6.6,2020
tt0865556,The Forbidden Kingdom,101911,6.6,2008
tt0427327,Hairspray,120825,6.6,2007
tt1636826,Project X,190509,6.6,2012
tt1013752,Fast & Furious,265984,6.6,2009
tt2446980,Joy,129646,6.6,2015
tt0870984,Antichrist,118037,6.6,2009
tt2503944,Burnt,108302,6.6,2015
tt5109784,Mother!,194932,6.6,2017
tt0389722,30 Days of Night,166153,6.6,2007
tt1502397,Bad Boys for Life,135322,6.6,2020
tt0104070,Death Becomes Her,106051,6.6,1992
tt1204975,Last Vegas,128989,6.6,2013
tt1553656,Under the Dome,101655,6.6,2013
tt4630562,The Fate of the Furious,208267,6.6,2017
tt0184894,Shanghai Noon,120422,6.6,2000
tt0985694,Machete,191092,6.6,2010
tt1821694,Red 2,161679,6.6,2013
tt0385880,Monster House,103281,6.6,2006
tt0340163,Hostage,107276,6.6,2005
tt0830515,Quantum of Solace,408751,6.6,2008
tt0259446,My Big Fat Greek Wedding,120920,6.6,2002
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,169470,6.6,2006
tt1840309,Divergent,430030,6.6,2014
tt3731562,Kong: Skull Island,285262,6.6,2017
tt0401729,John Carter,256977,6.6,2012
tt0455824,Australia,119985,6.6,2008
tt0172156,Bad Boys II,234109,6.6,2003
tt1059786,Eagle Eye,177481,6.6,2008
tt0161081,What Lies Beneath,118977,6.6,2000
tt0479952,Madagascar: Escape 2 Africa,208595,6.6,2008
tt1289401,Ghostbusters,206687,6.6,2016
tt1245492,This Is the End,387657,6.6,2013
tt1951266,The Hunger Games: Mockingjay - Part 2,291549,6.6,2015
tt8110330,Dil Bechara,113136,6.6,2020
tt0424095,Flushed Away,115109,6.6,2006
tt5022702,Hush,107213,6.6,2016
tt0145660,Austin Powers: The Spy Who Shagged Me,218585,6.6,1999
tt2199571,Run All Night,103297,6.6,2015
tt1764651,The Expendables 2,294037,6.6,2012
tt1568338,Man on a Ledge,145745,6.6,2012
tt5884052,Pokémon Detective Pikachu,141853,6.6,2019
tt0292506,The Recruit,129875,6.6,2003
tt0458525,X-Men Origins: Wolverine,472220,6.6,2009
tt0386588,Hitch,298460,6.6,2005
tt0443274,Vantage Point,145426,6.6,2008
tt1478964,Attack the Block,100959,6.6,2011
tt1872181,The Amazing Spider-Man 2,421711,6.6,2014
tt0368008,The Manchurian Candidate,105017,6.6,2004
tt0387808,Idiocracy,148082,6.6,2006
tt7975244,Jumanji: The Next Level,196012,6.6,2019
tt1194173,The Bourne Legacy,287366,6.6,2012
tt0367594,Charlie and the Chocolate Factory,434871,6.6,2005
tt2737304,Bird Box,286206,6.6,2018
tt0119567,The Lost World: Jurassic Park,383457,6.6,1997
tt0450232,16 Blocks,126794,6.6,2006
tt1731141,Ender's Game,225766,6.6,2013
tt0473075,Prince of Persia: The Sands of Time,273899,6.6,2010
tt0481536,Harold & Kumar Escape from Guantanamo Bay,131474,6.6,2008
tt0097428,Ghostbusters II,185159,6.6,1989
tt1535108,Elysium,422305,6.6,2013
tt0266915,Rush Hour 2,201855,6.6,2001
tt0286499,Bend It Like Beckham,105108,6.6,2002
tt0448694,Puss in Boots,146268,6.6,2011
tt2226417,Insidious: Chapter 2,157204,6.6,2013
tt0834001,Underworld: Rise of the Lycans,152424,6.6,2009
