tt0133152,Planet of the Apes,211571,5.7,2001
tt0200550,Coyote Ugly,107338,5.7,2000
tt2024432,Identity Thief,126340,5.7,2013
tt6565702,X-Men: Dark Phoenix,161184,5.7,2019
tt0115433,101 Dalmatians,102613,5.7,1996
tt1509767,The Three Musketeers,104283,5.7,2011
tt1646987,Wrath of the Titans,182601,5.7,2012
tt0817230,Valentine's Day,115084,5.7,2010
tt1602613,Only God Forgives,107945,5.7,2013
tt4438848,Neighbors 2: Sorority Rising,115075,5.7,2016
tt0120667,Fantastic Four,313780,5.7,2005
tt1959490,Noah,244948,5.7,2014
tt2184339,The Purge,204686,5.7,2013
tt0119345,I Know What You Did Last Summer,135003,5.7,1997
tt0822847,Priest,116008,5.7,2011
tt1389072,Downsizing,100579,5.7,2017
tt2094766,Assassin's Creed,187915,5.7,2016
tt1298649,The Watch,122155,5.7,2012
tt3410834,Allegiant,111133,5.7,2016
tt0329101,Freddy vs. Jason,111810,5.7,2003
tt1217613,Battle Los Angeles,175166,5.7,2011
