tt0098800,The Fresh Prince of Bel-Air,122967,7.9,1990
tt0287467,Talk To Her,105551,7.9,2002
tt2488496,Star Wars: Episode VII - The Force Awakens,868691,7.9,2015
tt0054331,Spartacus,125603,7.9,1960
tt0077402,Dawn of the Dead,112503,7.9,1978
tt0079522,Manhattan,132670,7.9,1979
tt4698684,Hunt for the Wilderpeople,114718,7.9,2016
tt0310793,Bowling for Columbine,140277,7.9,2002
tt0304141,Harry Potter and the Prisoner of Azkaban,561338,7.9,2004
tt1182345,Moon,338398,7.9,2009
tt0432283,Fantastic Mr. Fox,204313,7.9,2009
tt0108399,True Romance,209372,7.9,1993
tt0088846,Brazil,189323,7.9,1985
tt2209418,Before Midnight,143981,7.9,2013
tt2543164,Arrival,606831,7.9,2016
tt8946378,Knives Out,482069,7.9,2019
tt0460791,The Fall,107973,7.9,2006
tt0371746,Iron Man,954196,7.9,2008
tt1877832,X-Men: Days of Future Past,666742,7.9,2014
tt0756683,The Man from Earth,176051,7.9,2007
tt1631867,Edge of Tomorrow,607917,7.9,2014
tt1125849,The Wrestler,291435,7.9,2008
tt5104604,Isle of Dogs,143202,7.9,2018
tt0118749,Boogie Nights,242659,7.9,1997
tt0206634,Children of Men,469400,7.9,2006
tt1139797,Let the Right One In,206973,7.9,2008
tt1655442,The Artist,232452,7.9,2011
tt0166924,Mulholland Dr.,326901,7.9,2001
tt0454876,Life of Pi,587028,7.9,2012
tt3553976,Captain Fantastic,195759,7.9,2016
tt0258463,The Bourne Identity,513668,7.9,2002
tt0365748,Shaun of the Dead,517646,7.9,2004
tt0044079,Strangers on a Train,124392,7.9,1951
tt0181875,Almost Famous,255938,7.9,2000
tt2584384,Jojo Rabbit,314231,7.9,2019
tt5726616,Call Me by Your Name,220776,7.9,2017
tt0780536,In Bruges,394146,7.9,2008
tt2357547,Jessica Jones,194875,7.9,2015
tt0106519,Carlito's Way,203542,7.9,1993
tt0498380,Letters from Iwo Jima,155070,7.9,2006
tt0120363,Toy Story 2,533695,7.9,1999
tt0063350,Night of the Living Dead,117900,7.9,1968
tt2191671,Elementary,102108,7.9,2012
tt0074119,All the President's Men,104791,7.9,1976
tt0796366,Star Trek,580202,7.9,2009
tt0439100,Weeds,103082,7.9,2005
tt0099487,Edward Scissorhands,451777,7.9,1990
tt0094226,The Untouchables,285929,7.9,1987
tt0080455,The Blues Brothers,185371,7.9,1980
tt3501632,Thor: Ragnarok,607108,7.9,2017
tt1065073,Boyhood,338118,7.9,2014
tt0088258,This Is Spinal Tap,130324,7.9,1984
tt1136608,District 9,642829,7.9,2009
tt0085334,A Christmas Story,133638,7.9,1983
tt0299977,Hero,174940,7.9,2002
tt0327056,Mystic River,423806,7.9,2003
tt7653254,Marriage Story,256131,7.9,2019
