tt2096673,Inside Out,629012,8.1,2015
tt0050212,The Bridge on the River Kwai,205963,8.1,1957
tt0031679,Mr. Smith Goes to Washington,108224,8.1,1939
tt0238784,Gilmore Girls,103338,8.1,2000
tt0118715,The Big Lebowski,742045,8.1,1998
tt0031381,Gone with the Wind,293536,8.1,1939
tt0167404,The Sixth Sense,920664,8.1,1999
tt0169102,Lagaan: Once Upon a Time in India,106078,8.1,2001
tt0080678,The Elephant Man,223228,8.1,1980
tt0091763,Platoon,385876,8.1,1986
tt0079470,Monty Python's Life of Brian,371863,8.1,1979
tt0353969,Memories of Murder,145385,8.1,2003
tt2024544,12 Years a Slave,649603,8.1,2013
tt0112471,Before Sunrise,277315,8.1,1995
tt0978762,Mary and Max,166419,8.1,2009
tt1028532,Hachi: A Dog's Tale,257951,8.1,2009
tt0047296,On the Waterfront,143975,8.1,1954
tt2267998,Gone Girl,877153,8.1,2014
tt2119532,Hacksaw Ridge,446531,8.1,2016
tt0032976,Rebecca,125798,8.1,1940
tt4052886,Lucifer,240450,8.1,2016
tt0061512,Cool Hand Luke,164126,8.1,1967
tt0074958,Network,146823,8.1,1976
tt3170832,Room,379212,8.1,2015
tt0892769,How to Train Your Dragon,675689,8.1,2010
tt0113247,La Haine,153789,8.1,1995
tt0198781,"Monsters, Inc.",826730,8.1,2001
tt0405159,Million Dollar Baby,643387,8.1,2004
tt0477348,No Country for Old Men,871738,8.1,2007
tt3205802,How to Get Away with Murder,132275,8.1,2014
tt3011894,Wild Tales,180867,8.1,2014
tt3315342,Logan,661080,8.1,2017
tt4857264,The Invisible Guest,150012,8.1,2016
tt0075148,Rocky,525817,8.1,1976
tt0165598,That '70s Show,155479,8.1,1998
tt1205489,Gran Torino,727780,8.1,2008
tt1196946,The Mentalist,167320,8.1,2008
tt1201607,Harry Potter and the Deathly Hallows: Part 2,777381,8.1,2011
tt0097165,Dead Poets Society,434398,8.1,1989
tt9140560,WandaVision,153435,8.1,2021
tt0120382,The Truman Show,956600,8.1,1998
tt1979320,Rush,439052,8.1,2013
tt2948372,Soul,225143,8.1,2020
tt0116282,Fargo,625857,8.1,1996
tt0060827,Persona,105737,8.1,1966
tt1392214,Prisoners,613190,8.1,2013
tt0245712,Amores Perros,226297,8.1,2000
tt0084787,The Thing,376619,8.1,1982
tt0266697,Kill Bill: Vol. 1,1014178,8.1,2003
tt0053198,The 400 Blows,107346,8.1,1959
tt0052618,Ben-Hur,222211,8.1,1959
tt0118694,In the Mood for Love,128524,8.1,2000
tt0898266,The Big Bang Theory,730834,8.1,2007
tt6257970,The End of the F***ing World,150458,8.1,2017
tt12361974,Zack Snyder's Justice League,267244,8.1,2021
tt0395169,Hotel Rwanda,337509,8.1,2004
tt0758758,Into the Wild,581139,8.1,2007
tt0077416,The Deer Hunter,315506,8.1,1978
tt0083658,Blade Runner,702457,8.1,1982
tt4016934,The Handmaiden,118814,8.1,2016
tt0092005,Stand by Me,367947,8.1,1986
tt0452046,Criminal Minds,164901,8.1,2005
tt0182576,Family Guy,307859,8.1,1999
tt1219024,Castle,141813,8.1,2009
tt1392190,Mad Max: Fury Road,896788,8.1,2015
tt2278388,The Grand Budapest Hotel,722193,8.1,2014
tt2372162,Orange Is the New Black,280944,8.1,2013
tt2338151,PK,165512,8.1,2014
tt0381681,Before Sunset,240354,8.1,2004
tt0117951,Trainspotting,641384,8.1,1996
tt1950186,Ford v Ferrari,307909,8.1,2019
tt0266543,Finding Nemo,960923,8.1,2003
tt0072684,Barry Lyndon,152615,8.1,1975
tt0107290,Jurassic Park,880184,8.1,1993
tt0107207,In the Name of the Father,160202,8.1,1993
tt0264464,Catch Me If You Can,850369,8.1,2002
tt0041959,The Third Man,160805,8.1,1949
tt0071315,Chinatown,298819,8.1,1974
tt5027774,"Three Billboards Outside Ebbing, Missouri",445183,8.1,2017
tt0087544,Nausicaä of the Valley of the Wind,154063,8.1,1984
tt1895587,Spotlight,428260,8.1,2015
